"Player","Year","RPG","APG","SBPG","PPG","TS","WS48","Perc","allLeague"
Blue Edwards,"1992",3.7,1.7,1.6,12.6,0.569,0.11,0.671,0
Kevin Edwards,"1992",2.6,2.1,1.5,10.1,0.512,0.063,0.463,0
Craig Ehlo,"1992",4.9,3.8,1.6,12.3,0.526,0.091,0.695,0
Mario Elie,"1992",2.9,2.2,1.1,7.8,0.615,0.127,0.671,0
Sean Elliott,"1992",5.4,2.6,1.4,16.3,0.564,0.13,0.573,0
Dale Ellis,"1992",3.1,1.3,0.9,15.7,0.564,0.105,0.378,0
Pervis Ellison,"1992",11.2,2.9,3.6,20.0,0.574,0.131,0.305,0
A.J. English,"1992",2.1,1.8,0.5,10.9,0.48,0.025,0.305,0
Patrick Ewing,"1992",11.2,1.9,4.1,24.0,0.563,0.198,0.622,1
Duane Ferrell,"1992",3.2,1.4,1.0,12.7,0.576,0.107,0.463,0
Vern Fleming,"1992",2.5,3.2,0.8,8.9,0.527,0.055,0.488,0
Sleepy Floyd,"1992",1.8,2.9,1.0,9.1,0.478,0.025,0.512,0
Rick Fox,"1992",2.7,1.6,1.3,8.0,0.531,0.073,0.622,0
Kevin Gamble,"1992",3.5,2.7,1.4,13.5,0.567,0.129,0.622,0
Winston Garland,"1992",2.4,5.3,1.5,10.8,0.505,0.063,0.293,0
Armen Gilliam,"1992",8.1,1.5,1.7,16.9,0.575,0.131,0.427,0
Gerald Glass,"1992",3.5,2.3,1.3,11.5,0.464,0.008,0.183,0
Paul Graham,"1992",3.0,2.2,1.5,10.1,0.523,0.1,0.463,0
Gary Grant,"1992",2.4,6.9,1.9,7.8,0.492,0.069,0.549,0
Harvey Grant,"1992",6.8,2.7,1.6,18.0,0.516,0.087,0.305,0
Horace Grant,"1992",10.0,2.7,2.9,14.2,0.618,0.237,0.817,0
Jeff Grayer,"1992",3.1,1.8,0.9,9.0,0.489,0.052,0.378,0
A.C. Green,"1992",9.3,1.4,1.5,13.6,0.556,0.145,0.524,0
Tim Hardaway,"1992",3.8,10.0,2.2,23.4,0.537,0.132,0.671,1
Derek Harper,"1992",2.6,5.7,1.8,17.7,0.512,0.075,0.268,0
Ron Harper,"1992",5.5,5.1,2.7,18.2,0.51,0.085,0.549,0
Hersey Hawkins,"1992",3.3,3.1,2.5,19.0,0.578,0.124,0.427,0
Tyrone Hill,"1992",7.2,0.6,1.4,8.2,0.568,0.114,0.671,0
Donald Hodge,"1992",5.4,0.8,0.9,8.4,0.541,0.069,0.268,0
Jeff Hornacek,"1992",5.0,5.1,2.3,20.1,0.592,0.181,0.646,1
Jay Humphries,"1992",2.6,6.6,1.9,14.0,0.543,0.123,0.378,0
Mike Iuzzolino,"1992",1.9,3.7,0.7,9.3,0.591,0.081,0.268,0
Mark Jackson,"1992",3.8,8.6,1.5,11.3,0.542,0.149,0.622,0
Buck Johnson,"1992",3.9,2.0,1.5,8.6,0.492,0.05,0.512,0
Eddie Johnson,"1992",3.6,2.0,0.8,17.1,0.528,0.114,0.573,0
Kevin Johnson,"1992",3.7,10.7,1.8,19.7,0.561,0.165,0.646,1
Vinnie Johnson,"1992",3.0,2.4,0.9,8.0,0.446,0.042,0.573,0
Michael Jordan,"1992",6.4,6.1,3.2,30.1,0.579,0.274,0.817,1
Shawn Kemp,"1992",10.4,1.3,3.0,15.5,0.567,0.177,0.573,0
Jerome Kersey,"1992",8.2,3.2,2.4,12.6,0.502,0.128,0.695,0
Greg Kite,"1992",5.6,0.6,1.2,3.2,0.465,0.045,0.256,0
Larry Krystkowiak,"1992",5.4,1.4,0.8,9.0,0.486,0.046,0.378,0
Bill Laimbeer,"1992",5.6,2.0,1.3,9.7,0.515,0.105,0.585,0
Andrew Lang,"1992",6.7,0.5,3.1,7.7,0.568,0.14,0.646,0
Reggie Lewis,"1992",4.8,2.3,2.8,20.8,0.55,0.143,0.622,1
Marcus Liberty,"1992",4.1,0.8,1.3,9.3,0.498,0.076,0.293,0
Grant Long,"1992",8.4,2.7,2.2,14.8,0.568,0.12,0.463,0
Mark Macon,"1992",2.9,2.2,2.2,10.6,0.415,-0.016,0.293,0
Dan Majerle,"1992",5.9,3.3,2.1,17.3,0.551,0.165,0.646,1
Jeff Malone,"1992",2.9,2.2,0.8,20.2,0.554,0.108,0.671,0
Karl Malone,"1992",11.2,3.0,2.0,28.0,0.599,0.237,0.671,1
Moses Malone,"1992",9.1,1.1,1.7,15.6,0.556,0.148,0.378,0
Danny Manning,"1992",6.9,3.5,3.1,19.3,0.577,0.162,0.549,0
Sarunas Marciulionis,"1992",2.9,3.4,1.8,18.9,0.607,0.144,0.671,0
Anthony Mason,"1992",7.0,1.3,0.8,7.0,0.558,0.123,0.622,0
Vernon Maxwell,"1992",3.0,4.1,1.7,17.2,0.514,0.069,0.512,0
Rodney McCray,"1992",6.2,2.9,1.0,9.0,0.491,0.057,0.268,0
Xavier McDaniel,"1992",5.6,1.8,1.0,13.7,0.509,0.093,0.622,0
Kevin McHale,"1992",5.9,1.5,1.3,13.9,0.553,0.136,0.622,0
Derrick McKey,"1992",5.2,2.3,2.1,14.9,0.554,0.107,0.573,0
Nate McMillan,"1992",3.5,5.0,2.2,6.0,0.492,0.109,0.573,0
Reggie Miller,"1992",3.9,3.8,1.6,20.7,0.629,0.169,0.488,0
Terry Mills,"1992",5.5,1.0,1.1,9.0,0.503,0.108,0.488,0
Sam Mitchell,"1992",5.8,1.1,1.1,10.1,0.49,0.051,0.183,0
Chris Morris,"1992",6.4,2.6,2.7,11.4,0.531,0.094,0.488,0
Chris Mullin,"1992",5.6,3.5,2.9,25.6,0.586,0.155,0.671,1
Dikembe Mutombo,"1992",12.3,2.2,3.6,16.6,0.54,0.086,0.293,1
Larry Nance,"1992",8.3,2.9,4.0,17.0,0.586,0.204,0.695,0
Ken Norman,"1992",5.8,1.6,1.5,12.1,0.505,0.095,0.549,0
Charles Oakley,"1992",8.5,1.6,1.0,6.2,0.558,0.119,0.622,0
Hakeem Olajuwon,"1992",12.1,2.2,6.2,21.6,0.553,0.178,0.512,1
Billy Owens,"1992",8.0,2.4,1.9,14.3,0.555,0.107,0.671,0
Robert Parish,"1992",8.9,0.9,2.1,14.1,0.571,0.155,0.622,0
John Paxson,"1992",1.2,3.1,0.7,7.0,0.551,0.117,0.817,0
Gary Payton,"1992",3.6,6.2,2.1,9.4,0.478,0.074,0.573,0
Sam Perkins,"1992",8.8,2.2,2.0,16.5,0.538,0.153,0.524,0
Tim Perry,"1992",6.9,1.7,2.0,12.3,0.556,0.11,0.646,0
Chuck Person,"1992",5.3,4.7,1.1,18.5,0.546,0.075,0.488,0
Drazen Petrovic,"1992",3.1,3.1,1.4,20.6,0.587,0.122,0.488,0
Ricky Pierce,"1992",3.0,3.1,1.4,21.7,0.561,0.142,0.573,0
Ed Pinckney,"1992",7.0,0.8,1.6,7.6,0.625,0.187,0.622,0
Scottie Pippen,"1992",7.7,7.0,3.0,21.0,0.555,0.192,0.817,1
Olden Polynice,"1992",7.1,0.6,0.9,8.1,0.549,0.118,0.549,0
Terry Porter,"1992",3.1,5.8,1.7,18.1,0.575,0.182,0.695,0
Mark Price,"1992",2.4,7.4,1.5,17.3,0.61,0.205,0.695,1
Blair Rasmussen,"1992",4.9,1.3,1.0,9.0,0.49,0.072,0.463,0
Glen Rice,"1992",5.0,2.3,1.6,22.3,0.561,0.126,0.463,0
Pooh Richardson,"1992",3.7,8.4,1.8,16.5,0.504,0.068,0.183,0
Mitch Richmond,"1992",4.0,5.1,1.6,22.5,0.548,0.076,0.354,0
Doc Rivers,"1992",2.5,3.9,2.2,10.9,0.518,0.113,0.549,0
Fred Roberts,"1992",3.2,1.5,1.2,9.6,0.534,0.06,0.378,0
Stanley Roberts,"1992",6.1,0.7,1.9,10.4,0.538,0.092,0.256,0
Alvin Robertson,"1992",4.3,4.4,3.0,12.3,0.5,0.071,0.378,0
Clifford Robinson,"1992",5.1,1.7,2.3,12.4,0.508,0.104,0.695,0
David Robinson,"1992",12.2,2.7,6.8,23.2,0.597,0.26,0.573,1
Rumeal Robinson,"1992",2.7,5.5,1.6,13.0,0.503,0.053,0.463,0
Dennis Rodman,"1992",18.7,2.3,1.7,9.8,0.574,0.183,0.585,1
John Salley,"1992",4.1,1.6,2.2,9.5,0.57,0.138,0.585,0
Detlef Schrempf,"1992",9.6,3.9,1.2,17.3,0.617,0.181,0.488,0
Byron Scott,"1992",3.8,2.8,1.6,14.9,0.537,0.107,0.524,0
Rony Seikaly,"1992",11.8,1.4,2.0,16.4,0.554,0.106,0.463,0
Lionel Simmons,"1992",8.1,4.3,3.4,17.1,0.505,0.071,0.354,0
Scott Skiles,"1992",2.7,7.3,1.1,14.1,0.534,0.065,0.256,0
Doug Smith,"1992",5.1,1.7,1.3,8.8,0.444,0.023,0.268,0
Kenny Smith,"1992",2.2,6.9,1.4,14.0,0.557,0.089,0.512,0
Steve Smith,"1992",3.1,4.6,1.3,12.0,0.513,0.04,0.463,0
Rik Smits,"1992",5.6,1.6,1.7,13.8,0.545,0.093,0.488,0
Felton Spencer,"1992",7.1,0.9,1.7,6.6,0.495,0.064,0.183,0
John Starks,"1992",2.3,3.4,1.5,13.9,0.55,0.146,0.622,0
Larry Stewart,"1992",5.9,1.6,1.3,10.4,0.573,0.101,0.305,0
John Stockton,"1992",3.3,13.7,3.2,15.8,0.59,0.215,0.671,1
Rod Strickland,"1992",4.6,8.6,2.4,13.8,0.507,0.123,0.573,0
Terry Teagle,"1992",2.2,1.4,0.9,10.7,0.493,0.038,0.524,0
Isiah Thomas,"1992",3.2,7.2,1.7,18.5,0.505,0.095,0.585,1
Otis Thorpe,"1992",10.5,3.0,1.1,17.3,0.619,0.14,0.512,1
Sedale Threatt,"1992",3.1,7.2,2.2,15.1,0.54,0.114,0.524,0
Wayman Tisdale,"1992",6.5,1.5,1.9,16.6,0.529,0.064,0.354,0
Jeff Turner,"1992",3.3,1.2,0.5,7.1,0.483,-0.005,0.256,0
Loy Vaught,"1992",6.5,0.9,0.9,7.6,0.517,0.117,0.549,0
Alexander Volkov,"1992",3.4,3.2,1.2,8.6,0.504,0.096,0.463,0
Darrell Walker,"1992",3.2,2.8,1.1,5.2,0.453,0.075,0.585,0
Spud Webb,"1992",2.9,7.1,1.9,16.0,0.54,0.072,0.354,0
Doug West,"1992",3.2,3.5,1.2,14.0,0.56,0.086,0.183,0
Dominique Wilkins,"1992",7.0,3.8,1.8,28.1,0.552,0.152,0.463,1
Gerald Wilkins,"1992",2.5,2.7,1.1,12.4,0.491,0.082,0.622,0
Buck Williams,"1992",8.8,1.4,1.3,11.3,0.651,0.175,0.695,0
Herb Williams,"1992",6.1,1.3,1.8,11.5,0.464,0.02,0.268,0
Hot Rod Williams,"1992",7.6,2.5,3.0,11.9,0.569,0.181,0.695,0
Micheal Williams,"1992",3.6,8.2,3.2,15.0,0.587,0.156,0.488,0
Reggie Williams,"1992",5.0,2.9,2.7,18.2,0.528,0.121,0.293,0
Kevin Willis,"1992",15.5,2.1,1.6,18.3,0.535,0.143,0.463,1
David Wingate,"1992",3.3,3.0,1.8,7.9,0.501,0.054,0.305,0
Orlando Woolridge,"1992",3.2,1.1,0.9,14.0,0.539,0.099,0.585,0
James Worthy,"1992",5.6,4.7,1.8,19.9,0.49,0.07,0.524,1
Mahmoud Abdul-Rauf,"1993",2.8,4.2,1.1,19.2,0.515,0.091,0.439,0
Michael Adams,"1993",3.4,7.5,1.5,14.8,0.543,0.088,0.268,0
Mark Aguirre,"1993",3.0,2.1,0.5,9.9,0.525,0.082,0.488,0
Danny Ainge,"1993",2.7,3.3,1.0,11.8,0.596,0.139,0.756,0
Victor Alexander,"1993",5.8,1.3,1.2,11.2,0.548,0.083,0.415,0
Kenny Anderson,"1993",4.1,8.2,1.9,16.9,0.487,0.106,0.524,0
Nick Anderson,"1993",6.0,3.4,2.3,19.9,0.524,0.126,0.5,0
Greg Anthony,"1993",2.4,5.7,1.8,6.6,0.469,0.131,0.732,0
B.J. Armstrong,"1993",1.8,4.0,0.9,12.3,0.57,0.144,0.695,0
Stacey Augmon,"1993",3.9,2.3,1.5,14.0,0.551,0.084,0.524,0
Anthony Avent,"1993",6.2,1.1,1.6,9.8,0.459,0.005,0.341,0
Charles Barkley,"1993",12.2,5.1,2.5,25.6,0.596,0.242,0.756,1
David Benoit,"1993",4.8,0.5,1.1,8.1,0.504,0.065,0.573,0
Rolando Blackman,"1993",1.7,2.6,0.5,9.7,0.501,0.097,0.732,0
Mookie Blaylock,"1993",3.5,8.4,2.8,13.4,0.515,0.119,0.524,0
Walter Bond,"1993",2.6,1.6,1.3,8.0,0.462,-0.024,0.134,0
Anthony Bonner,"1993",6.5,1.4,1.5,8.6,0.498,0.067,0.305,0
Anthony Bowie,"1993",2.5,2.3,0.9,8.0,0.51,0.069,0.5,0
Sam Bowie,"1993",7.0,1.6,2.0,9.1,0.5,0.098,0.524,0
Terrell Brandon,"1993",2.2,3.7,1.3,8.8,0.53,0.117,0.659,0
Frank Brickowski,"1993",6.1,3.0,1.9,16.9,0.584,0.085,0.341,0
Scott Brooks,"1993",1.2,3.0,1.0,6.3,0.584,0.145,0.671,0
Dee Brown,"1993",3.1,5.8,2.1,10.9,0.541,0.135,0.585,0
Mike Brown,"1993",4.8,0.8,0.7,5.7,0.483,0.047,0.573,0
Randy Brown,"1993",2.8,2.6,1.9,7.6,0.511,0.052,0.305,0
Michael Cage,"1993",8.0,0.8,1.5,6.1,0.527,0.137,0.671,0
Elden Campbell,"1993",4.2,0.6,2.0,7.7,0.497,0.082,0.476,0
Antoine Carr,"1993",5.5,1.4,1.7,13.1,0.58,0.136,0.598,0
Duane Causwell,"1993",5.5,0.6,2.2,8.2,0.575,0.115,0.305,0
Cedric Ceballos,"1993",5.5,1.0,1.1,12.8,0.612,0.186,0.756,0
Tom Chambers,"1993",4.7,1.4,0.9,12.2,0.529,0.124,0.756,0
Rex Chapman,"1993",1.5,1.9,0.8,12.5,0.556,0.07,0.268,0
Derrick Coleman,"1993",11.2,3.6,2.9,20.7,0.54,0.165,0.524,1
Bimbo Coles,"1993",2.0,4.6,1.1,10.6,0.546,0.122,0.439,0
Tyrone Corbin,"1993",6.3,2.1,1.7,11.6,0.551,0.126,0.573,0
Lloyd Daniels,"1993",2.8,1.9,0.9,9.1,0.51,0.056,0.598,0
Brad Daugherty,"1993",10.2,4.4,1.5,20.2,0.635,0.226,0.659,1
Dale Davis,"1993",8.8,0.8,2.6,8.9,0.573,0.146,0.5,0
Terry Davis,"1993",9.3,0.9,0.9,12.7,0.484,-0.002,0.134,0
Johnny Dawkins,"1993",1.8,4.6,1.1,8.9,0.502,0.052,0.317,0
Todd Day,"1993",4.1,1.6,1.7,13.8,0.513,0.065,0.341,0
Vinny Del Negro,"1993",2.2,4.0,0.6,7.4,0.564,0.111,0.598,0
Vlade Divac,"1993",8.9,2.8,3.3,12.8,0.542,0.107,0.476,0
Sherman Douglas,"1993",2.1,6.4,0.7,7.8,0.518,0.064,0.585,0
Clyde Drexler,"1993",6.3,5.7,2.7,19.9,0.517,0.171,0.622,1
Kevin Duckworth,"1993",5.2,0.9,1.1,9.9,0.477,0.069,0.622,0
Joe Dumars,"1993",1.9,4.0,1.1,23.5,0.555,0.141,0.488,1
Blue Edwards,"1993",4.7,2.6,2.1,16.9,0.569,0.101,0.341,0
Craig Ehlo,"1993",4.9,3.1,1.5,11.6,0.566,0.116,0.659,0
Mario Elie,"1993",2.6,2.2,1.1,8.6,0.573,0.139,0.622,0
Sean Elliott,"1993",4.6,3.8,1.4,17.2,0.566,0.113,0.598,1
Dale Ellis,"1993",3.8,1.3,1.2,16.7,0.579,0.113,0.598,0
LaPhonso Ellis,"1993",9.1,1.8,2.2,14.7,0.549,0.139,0.439,0
Pervis Ellison,"1993",8.8,2.4,3.1,17.4,0.559,0.11,0.268,0
Patrick Ewing,"1993",12.1,1.9,2.9,24.2,0.546,0.17,0.732,1
Duane Ferrell,"1993",2.3,1.6,0.9,10.2,0.527,0.077,0.524,0
Vern Fleming,"1993",2.3,3.0,1.0,9.5,0.554,0.091,0.5,0
Kevin Gamble,"1993",3.0,2.8,1.5,13.3,0.562,0.124,0.585,0
Armen Gilliam,"1993",5.9,1.5,1.1,12.4,0.541,0.077,0.317,0
Paul Graham,"1993",2.4,2.1,1.2,8.1,0.526,0.06,0.524,0
Gary Grant,"1993",1.9,4.8,1.6,6.6,0.478,0.049,0.5,0
Harvey Grant,"1993",5.7,2.8,1.6,18.6,0.523,0.09,0.268,0
Horace Grant,"1993",9.5,2.6,2.4,13.2,0.534,0.159,0.695,0
A.C. Green,"1993",8.7,1.4,1.5,12.8,0.603,0.147,0.476,0
Tom Gugliotta,"1993",9.6,3.8,2.1,14.7,0.472,0.028,0.268,0
Tim Hardaway,"1993",4.0,10.6,1.9,21.5,0.534,0.138,0.415,1
Derek Harper,"1993",2.0,5.4,1.5,18.2,0.522,0.062,0.134,0
Ron Harper,"1993",5.3,4.5,3.1,18.0,0.523,0.097,0.5,0
Hersey Hawkins,"1993",4.3,3.9,2.1,20.3,0.593,0.138,0.317,0
Carl Herrera,"1993",5.6,0.8,1.0,7.5,0.58,0.123,0.671,0
Rod Higgins,"1993",2.8,1.7,1.2,8.3,0.52,0.085,0.305,0
Tyrone Hill,"1993",10.2,0.9,1.1,8.6,0.541,0.112,0.415,0
Jeff Hornacek,"1993",4.3,6.9,1.9,19.1,0.553,0.106,0.317,0
Robert Horry,"1993",5.0,2.4,2.1,10.1,0.52,0.075,0.671,0
Jay Humphries,"1993",1.8,4.1,1.4,8.8,0.482,0.043,0.573,0
Mike Iuzzolino,"1993",2.0,4.7,0.8,8.7,0.561,0.041,0.134,0
Mark Jackson,"1993",4.7,8.8,1.8,14.4,0.548,0.122,0.5,0
Avery Johnson,"1993",1.9,7.5,1.3,8.7,0.556,0.122,0.598,0
Eddie Johnson,"1993",3.3,1.6,0.5,14.4,0.533,0.124,0.671,0
Kevin Johnson,"1993",2.1,7.8,2.1,16.1,0.576,0.148,0.756,0
Michael Jordan,"1993",6.7,5.5,3.6,32.6,0.564,0.27,0.695,1
Adam Keefe,"1993",5.3,1.0,0.9,6.6,0.564,0.102,0.524,0
Shawn Kemp,"1993",10.7,2.0,3.4,17.8,0.547,0.169,0.671,1
Jerome Kersey,"1993",6.2,1.9,1.9,10.6,0.475,0.094,0.622,0
Jon Koncak,"1993",5.5,1.8,2.2,3.5,0.476,0.074,0.524,0
Christian Laettner,"1993",8.7,2.8,2.3,18.2,0.564,0.085,0.232,0
Bill Laimbeer,"1993",5.3,1.6,1.1,8.7,0.554,0.133,0.488,0
Andrew Lang,"1993",6.0,1.1,2.6,5.3,0.481,0.045,0.317,0
Reggie Lewis,"1993",4.3,3.7,2.4,20.8,0.529,0.127,0.585,0
Marcus Liberty,"1993",4.3,1.3,1.1,8.1,0.456,0.066,0.439,0
Brad Lohaus,"1993",3.5,1.6,1.5,9.1,0.55,0.073,0.341,0
Grant Long,"1993",7.5,2.4,1.8,14.0,0.532,0.115,0.439,0
Dan Majerle,"1993",4.7,3.8,2.1,16.9,0.573,0.147,0.756,1
Jeff Malone,"1993",2.2,1.6,0.6,18.1,0.538,0.068,0.573,0
Karl Malone,"1993",11.2,3.8,2.5,27.0,0.612,0.238,0.573,1
Danny Manning,"1993",6.6,2.6,2.6,22.8,0.565,0.137,0.5,1
Anthony Mason,"1993",7.9,2.1,0.8,10.3,0.549,0.143,0.732,0
Vernon Maxwell,"1993",3.1,4.2,1.3,13.8,0.512,0.082,0.671,0
Lee Mayberry,"1993",1.4,3.3,0.8,5.2,0.524,0.056,0.341,0
Bob McCann,"1993",3.6,0.9,1.4,6.3,0.519,0.041,0.232,0
Xavier McDaniel,"1993",6.0,2.0,1.5,13.5,0.539,0.096,0.585,0
Kevin McHale,"1993",5.0,1.0,1.1,10.7,0.519,0.082,0.585,0
Derrick McKey,"1993",4.2,2.6,2.1,13.4,0.568,0.13,0.671,0
Nate McMillan,"1993",4.2,5.3,2.8,7.5,0.527,0.136,0.671,0
Reggie Miller,"1993",3.1,3.2,1.8,21.2,0.617,0.183,0.5,0
Terry Mills,"1993",5.8,1.4,1.2,14.8,0.506,0.084,0.488,0
Chris Morris,"1993",5.9,1.4,2.5,14.1,0.534,0.151,0.524,0
Chris Mullin,"1993",5.0,3.6,2.4,25.9,0.578,0.122,0.415,1
Eric Murdock,"1993",3.6,7.6,2.3,14.4,0.534,0.121,0.341,0
Dikembe Mutombo,"1993",13.0,1.8,4.0,13.8,0.567,0.139,0.439,0
Larry Nance,"1993",8.7,2.9,3.3,16.5,0.587,0.187,0.659,1
Ken Norman,"1993",7.5,2.2,1.5,15.0,0.53,0.101,0.5,0
Shaquille O'Neal,"1993",13.9,1.9,4.3,23.4,0.584,0.163,0.5,1
Charles Oakley,"1993",8.6,1.5,1.2,6.9,0.556,0.157,0.732,0
Hakeem Olajuwon,"1993",13.0,3.5,6.0,26.1,0.577,0.234,0.671,1
Robert Pack,"1993",2.1,4.4,1.2,10.5,0.545,0.095,0.439,0
Robert Parish,"1993",9.4,0.8,2.1,12.6,0.565,0.152,0.585,0
Gary Payton,"1993",3.4,4.9,2.4,13.5,0.529,0.147,0.671,0
Anthony Peeler,"1993",2.3,2.2,1.0,10.4,0.553,0.078,0.476,0
Tim Perry,"1993",5.0,1.6,1.6,9.0,0.519,0.046,0.317,0
Chuck Person,"1993",5.6,4.4,1.2,16.8,0.495,0.0,0.232,0
Drazen Petrovic,"1993",2.7,3.5,1.5,22.3,0.605,0.152,0.524,0
Ricky Pierce,"1993",2.5,2.9,1.4,18.2,0.572,0.167,0.671,0
Scottie Pippen,"1993",7.7,6.3,3.0,18.6,0.51,0.132,0.695,1
Terry Porter,"1993",3.9,5.2,1.4,18.2,0.577,0.147,0.622,1
Mark Price,"1993",2.7,8.0,1.3,18.2,0.609,0.197,0.659,1
Glen Rice,"1993",5.2,2.2,1.4,19.0,0.534,0.098,0.439,0
Pooh Richardson,"1993",3.6,7.7,1.4,10.4,0.508,0.079,0.5,0
Mitch Richmond,"1993",3.4,4.9,1.4,21.9,0.558,0.087,0.305,1
Doc Rivers,"1993",2.5,5.3,1.7,7.8,0.534,0.166,0.732,0
Stanley Roberts,"1993",6.2,0.8,2.3,11.3,0.531,0.085,0.5,0
Clifford Robinson,"1993",6.6,2.2,3.2,19.1,0.517,0.127,0.622,0
David Robinson,"1993",11.7,3.7,4.8,23.4,0.569,0.197,0.598,1
Rumeal Robinson,"1993",2.0,4.0,1.4,8.4,0.464,0.059,0.524,0
Dennis Rodman,"1993",18.3,1.6,1.5,7.5,0.467,0.11,0.488,0
Sean Rooks,"1993",7.4,1.3,1.7,13.5,0.528,0.034,0.134,0
Donald Royal,"1993",3.8,1.0,0.8,9.2,0.627,0.149,0.5,0
John Salley,"1993",6.1,1.6,2.0,8.3,0.571,0.085,0.439,0
Mike Sanders,"1993",3.2,1.4,1.3,8.6,0.528,0.08,0.659,0
Detlef Schrempf,"1993",9.5,6.0,1.3,19.1,0.571,0.161,0.5,1
Byron Scott,"1993",2.3,2.7,1.2,13.7,0.535,0.094,0.476,0
Dennis Scott,"1993",3.4,2.5,1.4,15.9,0.527,0.076,0.5,0
Rony Seikaly,"1993",11.8,1.4,1.7,17.1,0.557,0.127,0.439,0
Brian Shaw,"1993",3.8,3.5,1.0,7.3,0.465,0.054,0.439,0
Lionel Simmons,"1993",7.2,4.5,1.9,17.9,0.508,0.074,0.305,0
Scott Skiles,"1993",3.7,9.4,1.1,15.4,0.581,0.125,0.5,0
Charles Smith,"1993",5.3,1.8,1.8,12.4,0.542,0.146,0.732,0
Doug Smith,"1993",5.4,1.7,1.6,10.4,0.454,-0.029,0.134,0
Kenny Smith,"1993",2.0,5.4,1.1,13.0,0.633,0.162,0.671,0
LaBradford Smith,"1993",1.5,2.7,1.0,9.3,0.51,0.024,0.268,0
Steve Smith,"1993",4.1,5.6,1.4,16.0,0.543,0.104,0.439,0
Rik Smits,"1993",5.3,1.5,1.3,14.3,0.517,0.064,0.5,0
Latrell Sprewell,"1993",3.5,3.8,2.3,15.4,0.541,0.07,0.415,0
John Starks,"1993",2.6,5.1,1.3,17.5,0.519,0.145,0.732,0
Larry Stewart,"1993",4.7,1.8,0.9,9.8,0.589,0.077,0.268,0
John Stockton,"1993",2.9,12.0,2.7,15.1,0.584,0.177,0.573,1
Rod Strickland,"1993",4.3,7.2,2.0,13.7,0.543,0.143,0.622,0
Isiah Thomas,"1993",2.9,8.5,1.8,17.6,0.488,0.061,0.488,1
Otis Thorpe,"1993",8.2,2.5,0.9,12.8,0.575,0.122,0.671,0
Sedale Threatt,"1993",3.3,6.9,1.9,15.1,0.55,0.117,0.476,0
Wayman Tisdale,"1993",6.6,1.4,1.3,16.6,0.54,0.094,0.305,0
Tom Tolbert,"1993",5.7,1.3,0.8,8.1,0.552,0.071,0.5,0
Loy Vaught,"1993",6.2,0.7,1.2,9.4,0.543,0.123,0.5,0
Clarence Weatherspoon,"1993",7.2,1.8,1.9,15.6,0.519,0.059,0.317,0
Spud Webb,"1993",2.8,7.0,1.6,14.5,0.536,0.08,0.305,0
Doug West,"1993",3.1,2.9,1.3,19.3,0.559,0.066,0.232,0
Mark West,"1993",5.6,0.4,1.5,5.3,0.609,0.104,0.756,0
Randy White,"1993",5.8,0.8,1.7,9.7,0.498,0.026,0.134,0
Dominique Wilkins,"1993",6.8,3.2,1.4,29.9,0.57,0.191,0.524,1
Gerald Wilkins,"1993",2.7,2.3,1.2,11.1,0.508,0.08,0.659,0
Buck Williams,"1993",8.4,0.9,1.7,8.3,0.545,0.117,0.622,0
Hot Rod Williams,"1993",6.2,2.3,2.3,11.0,0.535,0.105,0.659,0
John Williams,"1993",4.3,1.9,1.4,6.6,0.461,0.055,0.5,0
Micheal Williams,"1993",3.6,8.7,2.5,15.1,0.579,0.138,0.232,0
Reggie Williams,"1993",5.4,3.7,2.6,17.0,0.517,0.105,0.439,0
Walt Williams,"1993",4.5,3.0,1.6,17.0,0.524,0.047,0.305,0
Kevin Willis,"1993",12.9,2.1,1.4,17.9,0.531,0.099,0.524,0
James Worthy,"1993",3.0,3.4,1.5,14.9,0.494,0.06,0.476,0
Mahmoud Abdul-Rauf,"1994",2.1,4.5,1.2,18.0,0.521,0.125,0.512,0
Michael Adams,"1994",2.6,6.9,1.5,12.1,0.52,0.063,0.293,0
Danny Ainge,"1994",1.9,2.6,1.0,8.9,0.524,0.087,0.683,0
Greg Anderson,"1994",7.4,0.7,1.6,6.4,0.561,0.101,0.244,0
Kenny Anderson,"1994",3.9,9.6,2.1,18.8,0.491,0.114,0.549,1
Nick Anderson,"1994",5.9,3.6,2.1,15.8,0.549,0.129,0.61,0
Willie Anderson,"1994",3.0,4.3,1.5,11.9,0.523,0.107,0.671,0
Greg Anthony,"1994",2.4,4.6,1.6,7.9,0.487,0.132,0.695,0
B.J. Armstrong,"1994",2.1,3.9,1.1,14.8,0.547,0.13,0.671,0
Vincent Askew,"1994",2.3,2.4,1.2,9.1,0.551,0.169,0.768,0
Stacey Augmon,"1994",4.8,2.3,2.4,14.8,0.576,0.179,0.695,0
Vin Baker,"1994",7.6,2.0,2.1,13.5,0.526,0.082,0.244,0
Charles Barkley,"1994",11.2,4.6,2.1,21.6,0.563,0.185,0.683,1
Dana Barros,"1994",2.4,5.2,1.4,13.3,0.571,0.089,0.305,0
Benoit Benjamin,"1994",6.5,0.6,1.6,9.3,0.525,0.107,0.549,0
Mookie Blaylock,"1994",5.2,9.7,3.2,13.8,0.487,0.168,0.695,1
Terrell Brandon,"1994",2.2,3.8,1.4,8.3,0.489,0.091,0.573,0
Dee Brown,"1994",3.9,4.5,2.6,15.5,0.533,0.108,0.39,0
